"city, province_name",lat,lng,population,density
"Champlain, Quebec",46.4500,-72.3500,1664,28.4
"Whitehead, Manitoba",49.7981,-100.2575,1661.00,2.90
"Saint-Antoine-sur-Richelieu, Quebec",45.7833,-73.1833,1659,25.2
"Saint-Pacôme, Quebec",47.4000,-69.9500,1658,57.5
"Saint-Stanislas-de-Kostka, Quebec",45.1800,-74.1300,1654,28.7
"Frontenac, Quebec",45.5800,-70.8300,1650,7.4
"Stuartburn, Manitoba",49.1331,-96.5158,1648.00,1.40
"Yamaska-Est, Quebec",46.0000,-72.9200,1644,22.5
"Sainte-Émélie-de-l'Énergie, Quebec",46.3167,-73.6500,1644,10.7
"Saint-Charles-sur-Richelieu, Quebec",45.6833,-73.1833,1643,25.2
"Saint-Joseph-de-Sorel, Quebec",46.0446,-73.1308,1642.00,1192.70
"Nipigon, Ontario",49.0153,-88.2683,1642,15.0
"Rivière-Blanche, Quebec",48.7833,-67.7000,1642,13.6
"Sainte-Hélène-de-Bagot, Quebec",45.7333,-72.7333,1637,22.3
"Franklin Centre, Quebec",45.0467,-73.9005,1636.00,14.50
"Harbour Breton, Newfoundland and Labrador",47.4833,-55.8333,1634,118.9
"Massey Drive, Newfoundland and Labrador",48.9372,-57.9000,1632,658.70
"Mille-Isles, Quebec",45.8200,-74.2200,1629,26.8
"Wilton No. 472, Saskatchewan",53.1240,-109.7885,1629.00,1.60
"Lyster, Quebec",46.3667,-71.6167,1628,9.7
"Oakview, Manitoba",50.1964,-100.2167,1626.00,1.40
"Balgonie, Saskatchewan",50.4880,-104.2690,1625,515.8
"Harrison Park, Manitoba",50.5563,-100.1674,1622.00,1.70
"Kensington, Prince Edward Island",46.4333,-63.6500,1619,537.9
"Witless Bay, Newfoundland and Labrador",47.2800,-52.8300,1619,92.6
"Pond Inlet, Nunavut",72.6808,-77.7503,1617.00,9.30
"Royston, British Columbia",49.6405,-124.9406,1616.00,361.30
"Sainte-Clotilde-de-Horton, Quebec",45.9833,-72.2333,1616,14.2
"Burford, Ontario",43.1036,-80.4240,1615.00,208.20
"Fossambault-sur-le-Lac, Quebec",46.8667,-71.6167,1613,141.7
"Saint-Benoît-Labre, Quebec",46.0667,-70.8000,1612,19.0
"Coombs, British Columbia",49.3008,-124.4049,1612.00,102.80
"Terrace Bay, Ontario",48.8000,-87.1000,1611,10.5
"Chapais, Quebec",49.7819,-74.8544,1610,25.3
"Saint-Honoré-de-Shenley, Quebec",45.9667,-70.8333,1610,12.1
"Cleveland, Quebec",45.6700,-72.0800,1609,12.9
"Macdonald, Meredith and Aberdeen Additional, Ontario",46.4833,-84.0667,1609,9.8
"Messines, Quebec",46.2333,-76.0167,1608,14.1
"Saint-Jean-de-Dieu, Quebec",48.0000,-69.0500,1606,10.6
"Nakusp, British Columbia",50.2434,-117.8002,1605,195.2
"Florenceville, New Brunswick",46.4435,-67.6152,1604,102.7
"Saint-Antoine-de-Tilly, Quebec",46.6667,-71.5833,1604,26.6
"Lakeview, British Columbia",49.9026,-119.5699,1600.00,63.50
"Humbermouth, Newfoundland and Labrador",49.0156,-58.1678,1599,24.60
"Fort St. James, British Columbia",54.4431,-124.2542,1598,72.0
"Saint-François-de-la-Rivière-du-Sud, Quebec",46.8833,-70.7167,1596,17.0
"Saint-Jacques, New Brunswick",47.5634,-68.3693,1596.00,5.30
"Uashat, Quebec",50.2330,-66.3947,1592.00,681.80
"Perth, New Brunswick",46.7393,-67.6984,1590,177.3
"Eeyou Istchee Baie-James, Quebec",52.3382,-75.1977,1589.00,0.00
"Shellbrook No. 493, Saskatchewan",53.3545,-106.2553,1587.00,1.30
"Shawville, Quebec",45.6000,-76.4833,1587,294.5
"Saint-Lucien, Quebec",45.8667,-72.2667,1584,14.2
"Lambton, Quebec",45.8300,-71.0800,1584,14.6
"Saint-Laurent-de-l'Île-d'Orléans, Quebec",46.8667,-71.0167,1580,44.2
"Saint-Flavien, Quebec",46.5167,-71.6000,1578,23.4
"Grenville, Quebec",45.6333,-74.6000,1577,560.4
"Chute-aux-Outardes, Quebec",49.1167,-68.4000,1577,216.0
"Sainte-Marcelline-de-Kildare, Quebec",46.1167,-73.6000,1567,45.2
"Saint-Félix-de-Kingsey, Quebec",45.8000,-72.1833,1563,12.3
"Upper Island Cove, Newfoundland and Labrador",47.6472,-53.2233,1561,199.00
"Glenelg, New Brunswick",46.9455,-65.2893,1560.00,3.10
"Sainte-Élisabeth, Quebec",46.0833,-73.3500,1559,18.8
"Ashcroft, British Columbia",50.7256,-121.2806,1558,32.3
"Clarkes Beach, Newfoundland and Labrador",47.5447,-53.2824,1558,122.6
"Saint-Bernard-de-Lacolle, Quebec",45.0833,-73.4167,1549,13.0
"Belledune, New Brunswick",47.9000,-65.8167,1548,8.2
"Saint-Guillaume, Quebec",45.8833,-72.7667,1547,17.6
"Venise-en-Québec, Quebec",45.0833,-73.1333,1547,116.9
"Maliotenam, Quebec",50.2114,-66.1911,1542.00,288.70
"Ripon, Quebec",45.7833,-75.1000,1542,11.7
"Hilliers, British Columbia",49.3022,-124.4727,1540.00,53.00
"Saint-Joseph, New Brunswick",47.5580,-68.3082,1538.00,4.80
"Saint-Paulin, Quebec",46.4167,-73.0333,1534,16.0
"Bon Accord, Alberta",53.8328,-113.4189,1529,718.7
"Saint David, New Brunswick",45.2918,-67.1983,1529.00,8.00
"Saint-Albert, Quebec",46.0000,-72.0833,1526,21.8
"Matagami, Quebec",49.7500,-77.6333,1526,22.8
"Springfield, New Brunswick",45.7005,-65.8079,1525.00,6.10
"Amherst, Quebec",46.0500,-74.7667,1524,6.6
"Notre-Dame-du-Laus, Quebec",46.0833,-75.6167,1518,1.8
"St. George, New Brunswick",45.1333,-66.8167,1517,93.8
"Wembley, Alberta",55.1572,-119.1392,1516,318.9
"Victoria, Manitoba",49.6644,-98.9153,1514.00,2.20
"Springbrook, Alberta",52.1796,-113.8850,1507.00,286.30
"Saint-Tite-des-Caps, Quebec",47.1333,-70.7667,1506,11.7
"Hudson Bay, Saskatchewan",52.8510,-102.3920,1504,86.7
"Pinawa, Manitoba",50.1707,-95.9547,1504.00,11.70
"Brudenell, Lyndoch and Raglan, Ontario",45.3167,-77.4000,1503,2.1
"Carlyle, Saskatchewan",49.6333,-102.2667,1503,451.1
"Keremeos, British Columbia",49.2025,-119.8294,1502,717.5
"Val-Joli, Quebec",45.6000,-71.9700,1501,16.5
"Gold River, British Columbia",49.7769,-126.0514,1500,15.0
"Saint-Casimir, Quebec",46.6500,-72.1333,1500,22.5
"Bay Bulls, Newfoundland and Labrador",47.3158,-52.8103,1500,48.8
"Langham, Saskatchewan",52.3667,-106.9667,1496,374.9
"Frenchman Butte, Saskatchewan",53.6052,-109.4298,1494.00,0.80
"Gordon, New Brunswick",46.8363,-67.1913,1493.00,1.00
"Kugluktuk, Nunavut",67.8055,-115.3223,1491.00,2.70
"Saint-Malachie, Quebec",46.5333,-70.7667,1489,14.8
"Southampton, New Brunswick",46.0789,-67.3124,1484.00,3.30
"Salluit, Quebec",62.2013,-75.6337,1483.00,101.10
"Pangnirtung, Nunavut",66.1436,-65.6829,1481.00,190.60
"Saint-Louis-de-Gonzague, Quebec",45.2000,-73.9800,1481,18.6
"Moosonee, Ontario",51.2722,-80.6431,1481,2.7
"Englehart, Ontario",47.8167,-79.8667,1479,489.7
"Saint-Urbain, Quebec",47.5500,-70.5333,1474,4.4
"Tring-Jonction, Quebec",46.2667,-70.9833,1473,57.5
"Nauwigewauk, New Brunswick",45.4812,-65.8738,1472.00,48.20
"Pointe-à-la-Croix, Quebec",48.0167,-66.6833,1472,3.7
"Denmark, New Brunswick",47.1155,-67.4771,1471.00,2.00
"Saint-Joachim, Quebec",47.0500,-70.8500,1471,34.5
"Torch River No. 488, Saskatchewan",53.5445,-104.4619,1471.00,0.30
"Saint-Théodore-d'Acton, Quebec",45.6833,-72.5833,1471,17.7
"Grindrod, British Columbia",50.6300,-119.1314,1470.00,34.00
"L’ Îsle-Verte, Quebec",48.0167,-69.3333,1469,12.5
"Harrison Hot Springs, British Columbia",49.3000,-121.7819,1468,263.4
"Palmarolle, Quebec",48.6667,-79.2000,1465,12.5
"Henryville, Quebec",45.1333,-73.1833,1464,22.6
"Sussex Corner, New Brunswick",45.7122,-65.4719,1461.00,156.40
"Saint-Odilon-de-Cranbourne, Quebec",46.3667,-70.6833,1459,11.2
"Pipestone, Manitoba",49.6653,-101.1444,1458.00,1.30
"Laurierville, Quebec",46.3000,-71.6500,1454,13.6
"La Doré, Quebec",48.7200,-72.6500,1453,5.0
"Lac-au-Saumon, Quebec",48.4167,-67.3500,1453,17.7
"Wotton, Quebec",45.7333,-71.8000,1453,10.1
"Prairie Lakes, Manitoba",49.4034,-99.6298,1453.00,1.40
"Elk Point, Alberta",53.8967,-110.8972,1452,295.5
"Shellbrook, Saskatchewan",53.2167,-106.4000,1444,390.3
"Wemindji, Quebec",53.0440,-78.7384,1444.00,3.70
"Cape Dorset, Nunavut",64.2237,-76.5405,1441.00,147.90
"Strong, Ontario",45.7500,-79.4000,1439,9.0
"Lappe, Ontario",48.5693,-89.3573,1436.00,9.80
"Rivière-Héva, Quebec",48.2333,-78.2167,1433,3.4
"Fort-Coulonge, Quebec",45.8500,-76.7333,1433,462.4
"Irishtown-Summerside, Newfoundland and Labrador",48.9833,-57.9500,1418,119.20
"Godmanchester, Quebec",45.0800,-74.2500,1417,10.2
"Macklin, Saskatchewan",52.3300,-109.9400,1415,450.7
"Armour, Ontario",45.6289,-79.3436,1414,8.6
"Saint-Simon, Quebec",45.7190,-72.8463,1413.00,20.50
"St. François Xavier, Manitoba",49.9903,-97.6722,1411,6.9
"Tingwick, Quebec",45.8873,-71.9244,1410.00,8.30
"Saint-Aubert, Quebec",47.1833,-70.2167,1409,14.0
"Saint-Mathieu-du-Parc, Quebec",46.5667,-72.9167,1407,6.3
"Wabasca, Alberta",55.9855,-113.8566,1406.00,65.80
"Ragueneau, Quebec",49.0667,-68.5333,1405,7.6
"Notre-Dame-du-Bon-Conseil, Quebec",46.0000,-72.3500,1404,331.4
"Wasagamack, Manitoba",53.9056,-94.9412,1403.00,17.30
"Saint-Ubalde, Quebec",46.7500,-72.2667,1403,10.0
"Creighton, Saskatchewan",54.7561,-101.8973,1402,97.40
"Fortune, Newfoundland and Labrador",47.0733,-55.8217,1401,25.5
"Faraday, Ontario",45.0000,-77.9167,1401,6.4
"Berthier-sur-Mer, Quebec",46.9167,-70.7333,1398,52.2
"Frampton, Quebec",46.4667,-70.8000,1393,9.2
"Magnetawan, Ontario",45.6667,-79.6333,1390,2.6
"New Carlisle, Quebec",48.0167,-65.3333,1388,20.5
"Laird No. 404, Saskatchewan",52.5696,-106.7312,1387.00,1.90
"Petitcodiac, New Brunswick",45.9333,-65.1667,1383,80.4
"Popkum, British Columbia",49.1911,-121.7553,1382.00,216.70
"Norton, New Brunswick",45.6387,-65.6955,1382,18.3
"Canwood No. 494, Saskatchewan",53.4574,-106.7768,1381.00,0.70
"Wentworth-Nord, Quebec",45.8500,-74.4500,1381,8.8
"Bas Caraquet, New Brunswick",47.8000,-64.8333,1380,44.5
"Sainte-Ursule, Quebec",46.2833,-73.0333,1375,20.2
"Dawson, Yukon",64.0464,-139.3893,1375.00,42.40
"Nantes, Quebec",45.6333,-71.0333,1374,11.4
"Lac-aux-Sables, Quebec",46.8667,-72.4000,1373,5.1
"Stewiacke, Nova Scotia",45.1422,-63.3483,1373,77.9
"Taylor, British Columbia",56.1590,-120.6878,1373,80.3
"Rosser, Manitoba",49.9900,-97.4592,1372,3.1
"Estevan No. 5, Saskatchewan",49.1308,-103.0126,1370.00,1.80
"Falmouth, Nova Scotia",44.9967,-64.1634,1368.00,262.30
"Vaudreuil-sur-le-Lac, Quebec",45.4000,-74.0333,1359,989.2
"Grahamdale, Manitoba",51.4200,-98.3733,1359.00,0.60
"Cardwell, New Brunswick",45.7848,-65.3037,1353.00,4.30
"Two Hills, Alberta",53.7150,-111.7461,1352,400.0
"Spiritwood No. 496, Saskatchewan",53.4435,-107.4495,1347.00,0.60
"Legal, Alberta",53.9492,-113.5950,1345,423.4
"Amulet, Quebec",48.2938,-79.0274,1340.00,724.30
"Hérouxville, Quebec",46.6667,-72.6167,1340,25.3
"Pointe-des-Cascades, Quebec",45.3333,-73.9667,1340,502.2
"Weldford, New Brunswick",46.5221,-65.1114,1338.00,2.20
"Reynolds, Manitoba",49.7678,-95.8842,1338.00,0.40
"St. Laurent, Manitoba",50.4300,-97.7933,1338.00,2.90
"Lions Bay, British Columbia",49.4581,-123.2369,1334,526.5
"L'Isle-aux-Allumettes, Quebec",45.8667,-77.0667,1334,7.2
"Emo, Ontario",48.6333,-93.8333,1333,6.6
"Sainte-Brigide-d'Iberville, Quebec",45.3167,-73.0667,1331,18.7
"Les Éboulements, Quebec",47.4833,-70.3167,1331,8.5
"Dunsmuir, British Columbia",49.3696,-124.5772,1330.00,62.30
"Pointe-aux-Outardes, Quebec",49.0500,-68.4333,1330,17.8
"Smooth Rock Falls, Ontario",49.2833,-81.6333,1330,6.6
"Oxbow, Saskatchewan",49.2333,-102.1667,1328,412.6
"Telkwa, British Columbia",54.6972,-127.0500,1327,191.9
"Gjoa Haven, Nunavut",68.6448,-95.8912,1324.00,46.50
"Sainte-Barbe, Quebec",45.1667,-74.2000,1324,33.0
"Mayerthorpe, Alberta",53.9503,-115.1336,1320,302.2
"Saint-Louis-du-Ha! Ha!, Quebec",47.6700,-68.9800,1318,11.7
"Powerview-Pine Falls, Manitoba",50.5661,-96.1981,1316.00,262.00
"Baie Verte, Newfoundland and Labrador",49.9167,-56.1833,1313,3.5
"Saint-Édouard, Quebec",45.2333,-73.5167,1312,24.8
"Charlo, New Brunswick",48.0000,-66.3200,1310,41.9
"Hillsborough, New Brunswick",45.9052,-64.7652,1308.00,4.30
"Bruederheim, Alberta",53.8042,-112.9278,1308,183.8
"Burgeo, Newfoundland and Labrador",47.6000,-57.6333,1307,41.70
"Wadena, Saskatchewan",51.9458,-103.8014,1306,449.5
"Richmond, New Brunswick",46.0776,-67.7248,1303.00,5.00
"Swan Hills, Alberta",54.7106,-115.4133,1301,49.8
"Wilkie, Saskatchewan",52.4167,-108.7000,1301,137.3
"Saint-Léonard, New Brunswick",47.1625,-67.9250,1300,249.2
"Rivière-Bleue, Quebec",47.4333,-69.0500,1299,7.5
"Noyan, Quebec",45.0667,-73.3000,1297,29.0
"Ile-à-la-Crosse, Saskatchewan",55.4500,-107.8833,1296,54.4
"Landmark, Manitoba",49.6711,-96.8179,1292.00,433.40
"Saint-Hugues, Quebec",45.8000,-72.8667,1292,15.4
"Chisholm, Ontario",46.1000,-79.2333,1291,6.2
"Sainte-Anne-du-Sault, Quebec",46.1733,-72.1415,1290.00,21.60
"La Conception, Quebec",46.1500,-74.7000,1287,9.9
"Saint-Valère, Quebec",46.0667,-72.1000,1286,11.9
"Sorrento, British Columbia",50.8832,-119.4782,1285.00,108.30
"Lamèque, New Brunswick",47.7925,-64.6532,1285,102.8
"Thessalon, Ontario",46.2500,-83.5500,1279,284.6
"L'Isle-aux-Coudres, Quebec",47.4000,-70.3833,1279,42.5
"Nobleford, Alberta",49.8822,-113.0531,1278,802.6
"Larouche, Quebec",48.4500,-71.5167,1277,15.1
"South Qu'Appelle No. 157, Saskatchewan",50.5389,-104.0141,1275.00,1.40
"Elton, Manitoba",49.9750,-99.8658,1273.00,2.20
"Lorrainville, Quebec",47.3613,-79.3382,1272.00,14.50
"Conestogo, Ontario",43.5441,-80.4997,1270.00,595.50
"Upham, New Brunswick",45.5083,-65.6618,1269.00,6.70
"St.-Charles, Ontario",46.3422,-80.4497,1269.00,3.90
"Sainte-Lucie-des-Laurentides, Quebec",46.1300,-74.1800,1269,11.1
"Saint-Alexis, Quebec",45.9333,-73.6167,1267,29.2
"Gillam, Manitoba",56.3472,-94.7078,1265,0.6
"Roxton Falls, Quebec",45.5667,-72.5167,1265,259.1
"Montcalm, Manitoba",49.1775,-97.3247,1260.00,2.70
"Clarendon, Quebec",45.6500,-76.5167,1256,3.8
"Mervin No. 499, Saskatchewan",53.5455,-108.8762,1256.00,0.80
"Saint-Ludger, Quebec",45.7500,-70.7000,1255,9.8
"Coldwell, Manitoba",50.6389,-98.0417,1254.00,1.40
"Saint-Arsène, Quebec",47.9167,-69.4333,1253,17.7
"Racine, Quebec",45.5000,-72.2500,1252,11.8
"Saint-Majorique-de-Grantham, Quebec",45.9333,-72.5833,1251,21.6
"Saint-Zénon, Quebec",46.5500,-73.8167,1250,2.7
"Saint-Armand, Quebec",45.0333,-73.0500,1248,15.1
"Saint-Édouard-de-Lotbinière, Quebec",46.5667,-71.8333,1248,12.7
"Alonsa, Manitoba",50.9794,-99.0796,1247.00,0.40
"Listuguj, Quebec",48.0609,-66.7491,1241.00,28.00
"Bowden, Alberta",51.9306,-114.0256,1240,442.8
"St. Joseph, Ontario",46.2667,-84.0000,1240,9.3
"Osler, Saskatchewan",52.3700,-106.5400,1237,796.5
"Saint-Hubert-de-Rivière-du-Loup, Quebec",47.8167,-69.1500,1235,6.4
"Saint-Jude, Quebec",45.7667,-72.9833,1235,16.0
"Dildo, Newfoundland and Labrador",47.5685,-53.5471,1234.00,152.00
"La Minerve, Quebec",46.2500,-74.9333,1234,4.4
"Lanigan, Saskatchewan",51.8500,-105.0333,1233,165.20
"Lajord No. 128, Saskatchewan",50.1965,-104.2507,1232.00,1.30
"Moonbeam, Ontario",49.3500,-82.1500,1231,5.2
"Notre-Dame-des-Pins, Quebec",46.1833,-70.7167,1227,51.2
"Saint-Alban, Quebec",46.7167,-72.0833,1225,8.2
"Saint-Pierre-les-Becquets, Quebec",46.5000,-72.2000,1223,25.6
"Arborg, Manitoba",50.9075,-97.2182,1222,611.0
"Vauxhall, Alberta",50.0689,-112.0975,1222,449.4
"Bayfield, Ontario",43.5615,-81.6983,1218.00,439.90
"Beaver River, Saskatchewan",54.3531,-109.5575,1216.00,0.50
"Irricana, Alberta",51.3189,-113.6106,1216,376.1
"Labrecque, Quebec",48.6667,-71.5333,1215,7.9
"New Bandon, New Brunswick",47.6912,-65.2900,1214.00,3.40
"Wemotaci, Quebec",47.9219,-73.7872,1213.00,38.50
"Sainte-Hénédine, Quebec",46.5500,-70.9833,1212,23.6
"L'Anse-Saint-Jean, Quebec",48.2333,-70.2000,1208,2.4
"Bassano, Alberta",50.7833,-112.4667,1206,231.2
"Parrsboro, Nova Scotia",45.3998,-64.3312,1205.00,81.40
"Kaleden, British Columbia",49.3926,-119.5955,1203.00,278.70
"St. George's, Newfoundland and Labrador",48.4275,-58.4778,1203,46.60
"Fort Simpson, Northwest Territories",61.8082,-121.3199,1202.00,15.30
"Akwesasne, Quebec",45.0155,-74.5769,1202.00,48.40
"L’Avenir, Quebec",45.7667,-72.3000,1202,12.4
"Ignace, Ontario",49.4167,-91.6667,1202,16.5
"Claremont, Ontario",43.9741,-79.1316,1202.00,567.50
"Teulon, Manitoba",50.3858,-97.2611,1201,372.3
"Peel, New Brunswick",46.4058,-67.5278,1196.00,10.60
"Musquash, New Brunswick",45.1836,-66.3514,1194.00,5.10
"Notre-Dame-du-Portage, Quebec",47.7667,-69.6167,1193,29.9
"St. Lawrence, Newfoundland and Labrador",46.9244,-55.3928,1192,33.6
"Oxford, Nova Scotia",45.7306,-63.8733,1190,110.6
"Minto-Odanah, Manitoba",50.2406,-99.8056,1189.00,1.60
"St. Alban's, Newfoundland and Labrador",47.8753,-55.8414,1186,56.90
"Saint James, New Brunswick",45.3822,-67.3427,1186.00,2.10
"Saint-Norbert-d'Arthabaska, Quebec",46.1000,-71.8167,1185,11.4
"Manning, Alberta",56.9142,-117.6272,1183,291.9
"Glenella-Lansdowne, Manitoba",50.4163,-99.2097,1181.00,0.90
"Saint-Hilarion, Quebec",47.5667,-70.4000,1181,11.9
"Saint-Siméon, Quebec",48.0667,-65.5667,1179,20.9
"Saint-Barnabé, Quebec",46.4000,-72.8833,1179,20.0
"Sainte-Félicité, Quebec",48.9000,-67.3333,1175,12.9
"Two Borders, Manitoba",49.2668,-101.1124,1175.00,0.50
"Queensbury, New Brunswick",45.9918,-67.0632,1174.00,3.90
"Bury, Quebec",45.4667,-71.5000,1174,4.9
"Lac-Bouchette, Quebec",48.2500,-72.1800,1174,1.3
"Saint-Lazare-de-Bellechasse, Quebec",46.6500,-70.8000,1172,13.6
"Saint-Michel-du-Squatec, Quebec",47.8800,-68.7200,1171,3.2
"Saint-Joachim-de-Shefford, Quebec",45.4500,-72.5333,1171,9.2
"St-Pierre-Jolys, Manitoba",49.4403,-96.9844,1170,440.5
"Grand-Remous, Quebec",46.6167,-75.9000,1168,3.3
"Saint-Gabriel-de-Rimouski, Quebec",48.4209,-68.1791,1167.00,9.20
"Armstrong, Ontario",47.7083,-79.8250,1166,12.9
"Rogersville, New Brunswick",46.7167,-65.4167,1166,161.9
"Langenburg, Saskatchewan",50.8333,-101.7000,1165,337.10
"Sainte-Marie-Salomé, Quebec",45.9333,-73.5000,1164,34.5
"Moose Jaw No. 161, Saskatchewan",50.4433,-105.5091,1163.00,1.50
"Saint-Cyprien, Quebec",47.9000,-69.0167,1163,8.4
"Maidstone, Saskatchewan",53.0920,-109.2940,1156,233.5
"Très-Saint-Sacrement, Quebec",45.1833,-73.8500,1155,11.7
"Battle River No. 438, Saskatchewan",52.7343,-108.4452,1154.00,1.10
"Miltonvale Park, Prince Edward Island",46.3180,-63.2370,1153,32.40
"McAdam, New Brunswick",45.5944,-67.3258,1151,80.6
"Saints-Anges, Quebec",46.4167,-70.8833,1149,16.6
"Saint-Urbain-Premier, Quebec",45.2200,-73.7300,1148,21.6
"Centreville-Wareham-Trinity, Newfoundland and Labrador",48.9879,-53.9069,1147,30.8
"Alberton, Prince Edward Island",46.8167,-64.0667,1145,253.5
"Winnipeg Beach, Manitoba",50.5058,-96.9742,1145,295.9
"Sainte-Agathe-de-Lotbinière, Quebec",46.3833,-71.4167,1145,6.9
"Salmo, British Columbia",49.1942,-117.2778,1141,466.2
"Kipling, Saskatchewan",50.1015,-102.6324,1140,396.50
"Sagamok, Ontario",46.1529,-82.2072,1140.00,11.60
"Trécesson, Quebec",48.6500,-78.3167,1138,5.8
"Tara, Ontario",44.4793,-81.1445,1138.00,470.30
"Grande-Vallée, Quebec",49.2167,-65.1333,1137,7.9
"Bertrand, New Brunswick",47.7622,-65.0686,1137,24.5
"Newcastle, New Brunswick",47.1725,-65.5551,1136.00,2.00
"Mont-Carmel, Quebec",47.4397,-69.8586,1136,2.7
"Saint Martins, New Brunswick",45.4563,-65.4395,1132.00,1.80
"Saint-Eugène, Quebec",45.8000,-72.7000,1131,14.9
"Notre-Dame-des-Neiges, Quebec",48.1167,-69.1667,1129,12.0
"Saint-André, New Brunswick",47.1392,-67.7444,1129.00,8.80
"Centreville, Nova Scotia",45.1300,-64.5224,1129.00,477.50
"Roland, Manitoba",49.3547,-97.8997,1129.00,2.30
"Saint-Léon-de-Standon, Quebec",46.4833,-70.6167,1128,8.2
"Saint-Modeste, Quebec",47.8333,-69.4000,1128,10.3
"Carnduff, Saskatchewan",49.1670,-101.7830,1126,498.2
"Carling, Ontario",45.4333,-80.2167,1125,4.5
"Eckville, Alberta",52.3622,-114.3614,1125,703.3
"Nain, Newfoundland and Labrador",56.5422,-61.6928,1125,11.9
"Hillsburgh, Ontario",43.7914,-80.1354,1124.00,384.90
"Foam Lake, Saskatchewan",51.6500,-103.5333,1123,189.4
"Sainte-Sabine, Quebec",45.2333,-73.0167,1120,20.3
"Saint-Maxime-du-Mont-Louis, Quebec",49.2333,-65.7333,1118,4.8
"Blanc-Sablon, Quebec",51.4167,-57.1333,1118,4.5
"Cobalt, Ontario",47.4000,-79.6833,1118,776.0
"Gravelbourg, Saskatchewan",49.8740,-106.5550,1116,346.0
"South River, Ontario",45.8417,-79.3750,1114,268.3
"Hudson Bay No. 394, Saskatchewan",53.0295,-102.3122,1114.00,0.10
"McKellar, Ontario",45.4833,-79.8500,1111,6.1
"Frelighsburg, Quebec",45.0461,-72.8106,1111.00,9.00
"Buffalo Narrows, Saskatchewan",55.8769,-108.5244,1110,16.2
"Ayer’s Cliff, Quebec",45.1667,-72.0500,1109,197.9
"Les Méchins, Quebec",49.0000,-66.9833,1107,2.5
"Sainte-Marguerite, Quebec",46.5167,-70.9333,1107,12.9
"Saint-Claude, Quebec",45.6667,-71.9833,1106,9.3
"Air Ronge, Saskatchewan",55.0872,-105.3318,1106,184.3
"Chipman, New Brunswick",46.1710,-65.8840,1104,58.0
"Girardville, Quebec",49.0000,-72.5500,1100,8.9
"Saint-Bruno-de-Guigues, Quebec",47.4667,-79.4333,1100,8.8
"Grenfell, Saskatchewan",50.4167,-102.9167,1099,347.0
"Dorchester, New Brunswick",45.9016,-64.5161,1096,189.3
"South Algonquin, Ontario",45.4967,-78.0239,1096,1.3
"Windermere, British Columbia",50.4856,-115.9948,1092.00,104.00
"Saint-Narcisse-de-Beaurivage, Quebec",46.4833,-71.2333,1091,17.6
"Saint-René-de-Matane, Quebec",48.7000,-67.3833,1089,4.3
"Sainte-Jeanne-d'Arc, Quebec",48.8575,-72.0939,1089,4.0
"Plaisance, Quebec",45.6167,-75.1167,1088,30.1
"Roxton-Sud, Quebec",45.5521,-72.5265,1086.00,7.30
"St. Louis No. 431, Saskatchewan",52.8277,-105.7873,1086.00,1.40
"Youbou, British Columbia",48.8562,-124.1731,1086.00,122.80
"Duchess, Alberta",50.7333,-111.9000,1085,553.4
"Saint-Frédéric, Quebec",46.3000,-70.9667,1085,14.9
"Viking, Alberta",53.0953,-111.7769,1083,292.5
"Sioux Narrows-Nestor Falls, Ontario",49.4000,-94.0800,1082,0.5
"Whitecourt, Alberta",54.1417,-115.6833,1082,386.0
"Repulse Bay, Nunavut",66.5628,-86.3186,1082.00,2.60
"Montréal-Est, Quebec",45.6300,-73.5200,1082,299.4
"King, Ontario",44.0463,-79.6044,1082,73.6
"Regina Beach, Saskatchewan",50.7900,-104.9900,1081,462.4
"Saint-Patrice-de-Beaurivage, Quebec",46.4167,-71.2333,1080,12.6
"Ootischenia, British Columbia",49.2916,-117.6323,1080.00,135.40
"Hensall, Ontario",43.4345,-81.5040,1078.00,569.00
"Bentley, Alberta",52.4667,-114.0500,1078,482.2
"Durham, New Brunswick",47.7631,-66.0849,1076.00,2.60
"Sainte-Marthe, Quebec",45.4000,-74.3000,1075,13.5
"Notre-Dame-du-Nord, Quebec",47.6000,-79.4833,1075,14.3
"Pinehouse, Saskatchewan",55.5136,-106.5986,1074,142.9
"Saint-Aimé-des-Lacs, Quebec",47.6833,-70.3000,1073,11.6
"Lac-Drolet, Quebec",45.7200,-70.8500,1071,8.6
"Preeceville, Saskatchewan",51.9580,-102.6673,1070,0.7
"Maple Creek No. 111, Saskatchewan",49.8044,-109.6508,1068.00,0.30
"Harbour Main-Chapel's Cove-Lakeview, Newfoundland and Labrador",47.4337,-53.1458,1067,50.6
"Saint-Wenceslas, Quebec",46.1667,-72.3333,1064,13.3
"Weyburn No. 67, Saskatchewan",49.6535,-103.8348,1064.00,1.30
"Birch Hills, Saskatchewan",52.9833,-105.4333,1064,468.4
"Wedgeport, Nova Scotia",43.7323,-65.9797,1061.00,109.30
"Kerrobert, Saskatchewan",51.9200,-109.1272,1061,141.7
"Havelock, New Brunswick",45.9523,-65.3885,1061.00,3.00
"Eston, Saskatchewan",51.1500,-108.7500,1061,390.3
"Sainte-Geneviève-de-Batiscan, Quebec",46.5333,-72.3333,1060,10.8
"Saint-Justin, Quebec",46.2500,-73.0833,1060,13.5
"Saint-Norbert, Quebec",46.1667,-73.3167,1059,14.1
"Schreiber, Ontario",48.8167,-87.2667,1059,28.8
"Trochu, Alberta",51.8236,-113.2328,1058,381.1
