"city, state_name",lat,lng,population,density
"Rogersville, Missouri",37.1147,-93.0742,3618.0,403
"Ponderosa Park, Colorado",39.3986,-104.6355,3617,95
"Cedaredge, Colorado",38.8941,-107.9255,3616.0,451
"Sweeny, Texas",29.0464,-95.6986,3615.0,715
"Meridian, Colorado",39.5389,-104.8476,3615,1591
"Pittsboro, Indiana",39.8705,-86.4654,3614,375
"Clayton, Georgia",34.8775,-83.4027,3613.0,249
"South Duxbury, Massachusetts",42.0203,-70.6913,3613,475
"Whitesboro, New York",43.1240,-75.2966,3612,1328
"Frackville, Pennsylvania",40.7833,-76.2329,3611,2344
"Century, Florida",30.9766,-87.2629,3610.0,221
"Elgin, South Carolina",34.6724,-80.7215,3610,286
"Shark River Hills, New Jersey",40.1923,-74.0463,3609,1626
"Huntingtown, Maryland",38.6117,-76.6187,3609,172
"Eastland, Texas",32.4024,-98.8176,3608.0,340
"Mercer, Pennsylvania",41.2266,-80.2361,3608.0,628
"Northumberland, Pennsylvania",40.8960,-76.7937,3607,924
"Avalon, California",33.3342,-118.3315,3606.0,492
"Romeo, Michigan",42.8049,-83.0041,3606,687
"Brookville, New York",40.8123,-73.5696,3605,352
"Paw Paw Lake, Michigan",42.2113,-86.2759,3605,271
"Dunean, South Carolina",34.8203,-82.4225,3605,885
"Cayuga Heights, New York",42.4680,-76.4876,3604,787
"Zelienople, Pennsylvania",40.7886,-80.1428,3603,679
"Camden, Tennessee",36.0663,-88.1046,3602.0,246
"Gooding, Idaho",42.9373,-114.7134,3600.0,876
"Fairbury, Nebraska",40.1449,-97.1764,3597.0,554
"McCall, Idaho",44.9076,-116.1124,3597,153
"Granger, Washington",46.3455,-120.1926,3596.0,854
"Turnersville, New Jersey",39.7666,-75.0614,3596,933
"Unicoi, Tennessee",36.2217,-82.3293,3594,85
"Manhasset Hills, New York",40.7592,-73.6810,3594,2346
"Mattapoisett Center, Massachusetts",41.6667,-70.8054,3594,281
"Combined Locks, Wisconsin",44.2642,-88.3064,3593,808
"Loxahatchee Groves, Florida",26.7106,-80.2763,3593,110
"Kimberly, Alabama",33.7760,-86.7968,3593,231
"Pine Lawn, Missouri",38.6953,-90.2756,3593,2255
"Three Rivers, Oregon",43.8366,-121.4646,3593,184
"North Baltimore, Ohio",41.1798,-83.6702,3588.0,554
"Newport, Minnesota",44.8744,-92.9975,3588,382
"Waialua, Hawaii",21.5660,-158.1198,3587,632
"Dana, North Carolina",35.3239,-82.3722,3585,155
"Peralta, New Mexico",34.8283,-106.6860,3584,311
"Ballinger, Texas",31.7395,-99.9559,3582.0,401
"Scott City, Kansas",38.4790,-100.9032,3582.0,544
"Darien, Georgia",31.3568,-81.4315,3580.0,35
"Palmyra, Missouri",39.7985,-91.5272,3580.0,475
"Harbour Heights, Florida",26.9928,-82.0072,3578,637
"West Wyomissing, Pennsylvania",40.3221,-75.9953,3578,1708
"Dell Rapids, South Dakota",43.8239,-96.7138,3578.0,658
"Perham, Minnesota",46.6000,-95.5773,3577.0,396
"Osceola, Wisconsin",45.3193,-92.6936,3576.0,242
"Orofino, Idaho",46.4866,-116.2568,3576.0,485
"Reliez Valley, California",37.9399,-122.1027,3575,584
"Golf Manor, Ohio",39.1878,-84.4469,3575,2395
"Port Hadlock-Irondale, Washington",48.0316,-122.7890,3574,206
"Quitman, Georgia",30.7849,-83.5603,3574.0,341
"Hoopa, California",41.0802,-123.6972,3573,67
"Taylor Lake Village, Texas",29.5764,-95.0562,3571,1226
"Kitty Hawk, North Carolina",36.0717,-75.7184,3571,169
"Valley Grande, Alabama",32.4862,-87.0305,3570,41
"Hubbard, Oregon",45.1818,-122.8073,3570,1919
"Pantops, Virginia",38.0308,-78.4444,3569,644
"Eveleth, Minnesota",47.4637,-92.5443,3569,218
"Greenhills, Ohio",39.2670,-84.5194,3567,1106
"Saluda, South Carolina",34.0009,-81.7713,3567.0,428
"Barnwell, South Carolina",33.2419,-81.3659,3566.0,211
"South Vacherie, Louisiana",29.9406,-90.6891,3565,268
"Marlboro, New York",41.6028,-73.9774,3565,308
"Scissors, Texas",26.1333,-98.0476,3564,863
"Dixmoor, Illinois",41.6330,-87.6672,3563,1101
"Riverwoods, Illinois",42.1723,-87.8950,3562,346
"Pajaro, California",36.9016,-121.7417,3561,1483
"Three Lakes, Washington",47.9420,-121.9924,3560,117
"Cambridge City, Indiana",39.8124,-85.1703,3560.0,669
"Oglesby, Illinois",41.2960,-89.0693,3559,338
"Tierra Verde, Florida",27.6685,-82.7304,3557,1104
"Hainesville, Illinois",42.3414,-88.0686,3557,743
"O'Neill, Nebraska",42.4610,-98.6465,3556.0,579
"Arlington, New York",41.6958,-73.8988,3556,2037
"Pen Argyl, Pennsylvania",40.8675,-75.2535,3556,1022
"Grasonville, Maryland",38.9559,-76.1948,3556,248
"Gallipolis, Ohio",38.8186,-82.1934,3556,381
"Oxford, Michigan",42.8217,-83.2563,3556,1090
"Oregon, Illinois",42.0131,-89.3354,3555.0,695
"Annandale, Minnesota",45.2598,-94.1205,3554.0,448
"Westway, Texas",31.9603,-106.5760,3552,1194
"Ashland City, Tennessee",36.2607,-87.0412,3552.0,172
"Camden, Delaware",39.0991,-75.5570,3551,364
"Valhalla, New York",41.0775,-73.7780,3551,1666
"Iroquois Point, Hawaii",21.3232,-157.9775,3550,2590
"Cisco, Texas",32.3848,-98.9805,3550.0,294
"Hauula, Hawaii",21.6111,-157.9118,3549,1186
"Social Circle, Georgia",33.6505,-83.7116,3548.0,120
"Baltimore, Ohio",39.8460,-82.6047,3548.0,521
"Shadyside, Ohio",39.9716,-80.7511,3547,1355
"Mission Hills, Kansas",39.0141,-94.6172,3547,672
"Lawrenceville, New Jersey",40.3018,-74.7378,3546,1314
"Skaneateles, New York",42.9458,-76.4282,3545.0,671
"Stanley, Wisconsin",44.9597,-90.9423,3544.0,335
"Windermere, Florida",28.5035,-81.5410,3544,714
"Houghton Lake, Michigan",44.3124,-84.7625,3544,233
"Nanty-Glo, Pennsylvania",40.4708,-78.8339,3543.0,515
"Amberley, Ohio",39.2035,-84.4283,3543,392
"Frontenac, Missouri",38.6301,-90.4190,3543,475
"Sloan, New York",42.8921,-78.7918,3541,1752
"Centerville, Tennessee",35.8042,-87.4577,3540,127
"South Beach, Florida",27.5883,-80.3435,3538,502
"Calcutta, Ohio",40.6847,-80.5624,3538,115
"Robins, Iowa",42.0799,-91.6762,3537,227
"Indianola, Washington",47.7566,-122.5142,3536,259
"Pulaski, Wisconsin",44.6684,-88.2351,3536.0,506
"Greenfield, California",35.2695,-119.0095,3534,1024
"Lead, South Dakota",44.3528,-103.7671,3532.0,552
"Doolittle, Texas",26.3598,-98.1168,3531,318
"Brookhaven, New York",40.7793,-72.9107,3531,234
"Momence, Illinois",41.1640,-87.6630,3530.0,761
"Lancaster, Wisconsin",42.8473,-90.7065,3529.0,474
"La Cienega, New Mexico",35.5801,-106.1127,3526,119
"Ross, Ohio",39.3146,-84.6599,3526,435
"Brimfield, Ohio",41.0941,-81.3483,3526,342
"Dannemora, New York",44.7197,-73.7185,3524,1126
"Beechwood, Mississippi",32.3303,-90.8190,3523,217
"Bedford Hills, New York",41.2362,-73.6959,3522,1350
"Chilton, Wisconsin",44.0293,-88.1625,3521.0,374
"Canyon Creek, Washington",48.1157,-121.9831,3520,222
"West Liberty, Kentucky",37.9161,-83.2668,3520,277
"Putnam Lake, New York",41.4747,-73.5483,3519,353
"Harrison, Michigan",44.0168,-84.8080,3519.0,215
"Mariemont, Ohio",39.1429,-84.3784,3518,1519
"Gravette, Arkansas",36.4291,-94.3714,3516,88
"Silver Creek, New York",42.5426,-79.1677,3514.0,817
"Collinsville, Connecticut",41.8190,-72.9220,3514,432
"Old Mystic, Connecticut",41.3854,-71.9850,3513,318
"La Conner, Washington",48.3927,-122.4944,3512.0,919
"Blanding, Utah",37.6213,-109.5072,3512.0,106
"Lake Cassidy, Washington",48.0639,-122.0920,3511,128
"Ripley, Mississippi",34.7321,-88.9444,3510.0,178
"Clayton, Delaware",39.2846,-75.6364,3508,709
"Lely, Florida",26.1032,-81.7297,3508,987
"Travis Ranch, Texas",32.8038,-96.4759,3508,1405
"Meiners Oaks, California",34.4505,-119.2731,3508,961
"Falmouth, Massachusetts",41.5516,-70.6089,3508,648
"Frederick, Oklahoma",34.3709,-99.0010,3508.0,277
"Watertown, Florida",30.1855,-82.6026,3507,558
"Rock Valley, Iowa",43.2028,-96.2902,3507.0,341
"Hanover, Minnesota",45.1580,-93.6631,3507,248
"Riverside, Missouri",39.1703,-94.6305,3505,245
"Whitfield, Florida",27.4115,-82.5659,3504,980
"La Paloma, Texas",26.0518,-97.6552,3504,628
"Mono Vista, California",38.0124,-120.2697,3504,477
"Seymour, Wisconsin",44.5142,-88.3271,3503.0,495
"Laurel Lake, New Jersey",39.3265,-75.0306,3503,778
"Northwest Harbor, New York",41.0053,-72.2220,3503,93
"Perry, New York",42.7174,-78.0064,3502.0,576
"Hanover, Indiana",38.7133,-85.4726,3502,608
"Cloverdale, Virginia",37.3566,-79.9055,3501,436
"Vassar, Michigan",43.3719,-83.5770,3500.0,456
"Auburn Lake Trails, California",38.8917,-120.9849,3499,106
"Moscow Mills, Missouri",38.9400,-90.9254,3496,427
"Nahant, Massachusetts",42.4299,-70.9273,3495,1254
"Boyne City, Michigan",45.2135,-85.0131,3495.0,360
"Holden Heights, Florida",28.5013,-81.3878,3494,1315
"Saylorville, Iowa",41.6809,-93.6279,3492,196
"Albia, Iowa",41.0272,-92.8039,3492.0,446
"East Prairie, Missouri",36.7788,-89.3837,3490.0,908
"High Springs, Florida",29.8080,-82.5949,3489.0,107
"Cienegas Terrace, Texas",29.3687,-100.9432,3489,421
"Newaygo, Michigan",43.4162,-85.8031,3489.0,211
"Waller, Texas",30.0629,-95.9221,3488,612
"Hopedale, Massachusetts",42.1279,-71.5410,3488,779
"Loyalhanna, Pennsylvania",40.3144,-79.3560,3487,571
"Elkins, Arkansas",36.0163,-94.0250,3487,332
"Marlboro Meadows, Maryland",38.8374,-76.7144,3487,220
"Moca, Puerto Rico",18.3971,-67.1155,3486,1337
"Sauk City, Wisconsin",43.2722,-89.7312,3485,873
"Shady Spring, West Virginia",37.7032,-81.0912,3485,221
"Royal Palm Estates, Florida",26.6815,-80.1265,3485,1615
"Flagler Estates, Florida",29.6442,-81.4571,3484,113
"Hebron, Indiana",41.3246,-87.2017,3484.0,746
"Horicon, Wisconsin",43.4453,-88.6403,3483.0,403
"Waikapu, Hawaii",20.8391,-156.5221,3483,122
"Kane, Pennsylvania",41.6630,-78.8096,3483.0,848
"Vicksburg, Michigan",42.1186,-85.5413,3483,458
"Myrtle Creek, Oregon",43.0226,-123.2812,3483,537
"Winnie, Texas",29.8167,-94.3807,3482,339
"Campo, California",32.6394,-116.4745,3482,57
"Watkins Glen, New York",42.3801,-76.8673,3480.0,463
"Forsyth, Illinois",39.9259,-88.9640,3479,432
"Yuma, Colorado",40.1240,-102.7161,3478.0,433
"East Sandwich, Massachusetts",41.7365,-70.4341,3478,178
"Livingston, Tennessee",36.3875,-85.3265,3477.0,240
"Mineral Ridge, Ohio",41.1379,-80.7653,3477,435
"Metzger, Oregon",45.4492,-122.7623,3477,1822
"Red Bud, Illinois",38.2096,-89.9997,3476.0,544
"Raymond, Mississippi",32.2609,-90.4083,3476.0,272
"Bagdad, Florida",30.5824,-87.0447,3474,211
"Broken Bow, Nebraska",41.4052,-99.6401,3474.0,691
"Mount Pleasant, Utah",39.5408,-111.4558,3473.0,465
"Osage, Iowa",43.2826,-92.8114,3472.0,603
"Rosita, Texas",28.6244,-100.4287,3471,170
"Waukon, Iowa",43.2684,-91.4782,3471.0,470
"Brentwood, Maryland",38.9439,-76.9571,3471,3483
"El Dorado Springs, Missouri",37.8694,-94.0196,3471.0,452
"Cottondale, Alabama",33.1922,-87.4544,3469,387
"Red Oak, North Carolina",36.0415,-77.9065,3468,68
"Dover Base Housing, Delaware",39.1179,-75.4838,3467,1826
"Metter, Georgia",32.3958,-82.0621,3467.0,202
"Nome, Alaska",64.5213,-165.4053,3466.0,116
"Johnston City, Illinois",37.8214,-88.9290,3464.0,618
"Hicksville, Ohio",41.2944,-84.7648,3464.0,520
"Point Baker, Florida",30.6855,-87.0521,3460,201
"Meadow Vista, California",39.0030,-121.0304,3460,252
"Hodgenville, Kentucky",37.5668,-85.7353,3459.0,593
"Nowata, Oklahoma",36.6990,-95.6379,3458.0,408
"Carey, Ohio",40.9499,-83.3826,3458.0,652
"Brodhead, Wisconsin",42.6168,-89.3756,3457.0,699
"Culloden, West Virginia",38.4159,-82.0722,3457,321
"Sunset, Louisiana",30.4083,-92.0641,3457.0,355
"Alexander, Arkansas",34.6185,-92.4512,3457,592
"McLendon-Chisholm, Texas",32.8512,-96.3924,3455,140
"Malvern, Pennsylvania",40.0329,-75.5146,3455,1058
"Lake Isabella, California",35.6378,-118.4819,3454,61
"Carlton, Oregon",45.2945,-123.1753,3454.0,957
"Wilkesboro, North Carolina",36.1420,-81.1730,3453,212
"Clinton, Connecticut",41.2763,-72.5305,3453,553
"Candelaria Arenas, Puerto Rico",18.4175,-66.2203,3453,1337
"Hazel Green, Alabama",34.9237,-86.5671,3452,132
"Pawhuska, Oklahoma",36.6687,-96.3312,3452.0,362
"Oakhurst, New Jersey",40.2607,-74.0263,3451,827
"Willcox, Arizona",32.2514,-109.8359,3451.0,221
"Farmersville, Texas",33.1609,-96.3608,3450.0,345
"Beechwood, Michigan",42.7982,-86.1230,3450,735
"Squaw Valley, California",36.6944,-119.2000,3449,23
"Jasper, Tennessee",35.0664,-85.6228,3448.0,135
"Sherwood, Ohio",39.0853,-84.3608,3448,1245
"Winona, Mississippi",33.4899,-89.7280,3448.0,113
"Heyburn, Idaho",42.5599,-113.7623,3447,509
"Moore Haven, Florida",26.8338,-81.0984,3446.0,654
"Monte Grande, Puerto Rico",18.0895,-67.1201,3446,931
"Aledo, Illinois",41.1984,-90.7459,3445.0,588
"Millstadt, Illinois",38.4580,-90.0833,3445.0,427
"Dublin, Texas",32.0875,-98.3391,3444.0,382
"Piney Point Village, Texas",29.7588,-95.5156,3444,624
"Ladonia, Alabama",32.4609,-85.0877,3444,424
"Port Ewen, New York",41.9048,-73.9776,3442,673
"Camden, Maine",44.2132,-69.0675,3442,353
"Dillonvale, Ohio",39.2173,-84.4030,3441,1489
"Lockland, Ohio",39.2278,-84.4565,3441,1089
"Poteet, Texas",29.0372,-98.5728,3440.0,781
"Wills Point, Texas",32.7093,-96.0052,3440.0,384
"Rochester, Pennsylvania",40.7025,-80.2838,3440,2258
"Day Valley, California",37.0255,-121.8559,3439,71
"Cottonport, Louisiana",30.9892,-92.0509,3438.0,365
"Reamstown, Pennsylvania",40.2113,-76.1180,3438,588
"St. James City, Florida",26.5507,-82.0980,3437,90
"Cherokee Village, Arkansas",36.2959,-91.5696,3435.0,88
"Mobridge, South Dakota",45.5410,-100.4349,3435.0,678
"Iowa, Louisiana",30.2393,-93.0129,3434.0,382
"Riverton, Illinois",39.8456,-89.5394,3434,574
"Hoosick Falls, New York",42.9009,-73.3500,3433.0,808
"Yadkinville, North Carolina",36.1310,-80.6588,3431.0,390
"Hardwick, Georgia",33.0523,-83.2440,3431,272
"Buzzards Bay, Massachusetts",41.7551,-70.6129,3431,691
"Hahnville, Louisiana",29.9641,-90.4141,3430,238
"Redwood, Texas",29.8100,-97.9103,3429,205
"Gibson City, Illinois",40.4665,-88.3788,3429.0,537
"Valley Springs, California",38.1837,-120.8150,3428,134
"Richwood, New Jersey",39.7140,-75.1734,3427,148
"Monte Sereno, California",37.2404,-121.9882,3427,806
"Skidway Lake, Michigan",44.1919,-84.0467,3426,117
"Goldendale, Washington",45.8191,-120.8233,3424.0,457
"Clifton, Texas",31.7822,-97.5824,3424.0,650
"Freeland, Pennsylvania",41.0212,-75.8963,3424,1965
"Angwin, California",38.5776,-122.4513,3424,273
"El Verano, California",38.2975,-122.4915,3424,1155
"Oakhurst, California",37.3342,-119.6483,3424,220
"Emmetsburg, Iowa",43.1146,-94.6799,3424.0,373
"Germantown Hills, Illinois",40.7712,-89.4670,3423,807
"Cape May, New Jersey",38.9409,-74.9042,3422,534
"Hanceville, Alabama",34.0634,-86.7651,3422.0,296
"Cresco, Iowa",43.3718,-92.1164,3422.0,431
"Lyons, Kansas",38.3462,-98.2045,3422.0,523
"Omro, Wisconsin",44.0391,-88.7378,3421.0,567
"Wheatland, Wyoming",42.0516,-104.9595,3421.0,326
"Bonanza, Georgia",33.4589,-84.3379,3421,1259
"La Vale, Maryland",39.6518,-78.8162,3421,495
"Harlem, Georgia",33.4262,-82.3129,3420.0,206
"Quartzsite, Arizona",33.6675,-114.2170,3420.0,40
"Cabán, Puerto Rico",18.4448,-67.1357,3419,2618
"Claxton, Georgia",32.1613,-81.9094,3418.0,489
"Ahtanum, Washington",46.5583,-120.6110,3416,190
"Tutwiler, Mississippi",34.0172,-90.4333,3416,476
"Minoa, New York",43.0742,-76.0085,3415,971
"Long Lake, Illinois",42.3765,-88.1266,3415,1306
"Lake Lakengren, Ohio",39.6894,-84.6900,3415,461
"Delta, Utah",39.3623,-112.5467,3415.0,163
"Graniteville, South Carolina",33.5646,-81.8079,3415,398
"Oliver Springs, Tennessee",36.0398,-84.3284,3414,228
"Lyons, New York",43.0634,-76.9910,3414,288
"Baldwin, Georgia",34.4864,-83.5494,3414,269
"Lake Pocotopaug, Connecticut",41.5961,-72.5124,3413,415
"Thompsonville, Pennsylvania",40.2802,-80.1204,3412,636
"Bajadero, Puerto Rico",18.4235,-66.6770,3411,702
"High Bridge, New Jersey",40.6684,-74.8940,3410,550
"Heflin, Alabama",33.6471,-85.5698,3409,81
"Piedmont, Alabama",33.9268,-85.6148,3408.0,178
"Shannondale, West Virginia",39.2123,-77.8105,3404,155
"Franklinton, Louisiana",30.8479,-90.1459,3403.0,330
"McGehee, Arkansas",33.6280,-91.3953,3403.0,213
"Zumbrota, Minnesota",44.2950,-92.6734,3403.0,494
"Hansville, Washington",47.8978,-122.5579,3402,123
"Dunkirk, Indiana",40.3741,-85.2076,3402.0,740
"Littleton Common, Massachusetts",42.5352,-71.4727,3402,371
"Fort Hall, Idaho",43.0145,-112.4573,3402,37
"Woodlawn, Ohio",39.2556,-84.4710,3402,514
"Ridgecrest, Florida",27.8953,-82.8063,3401,2306
"Wildwood Lake, Tennessee",35.0893,-84.8513,3400,109
"Richwood, Louisiana",32.4486,-92.0774,3399,520
"Lowville, New York",43.7867,-75.4874,3399.0,669
"Tierras Nuevas Poniente, Puerto Rico",18.4614,-66.4891,3397,1431
"Kekaha, Hawaii",21.9684,-159.7141,3394,1306
"Haworth, New Jersey",40.9622,-73.9976,3393,676
"Trinity, Texas",30.9445,-95.3736,3393.0,280
"Tolono, Illinois",39.9912,-88.2625,3392,635
"Gothenburg, Nebraska",40.9241,-100.1540,3391.0,371
"Tarpey Village, California",36.7941,-119.7012,3390,1646
"Lockeford, California",38.1509,-121.1554,3390,156
"Leavenworth, Washington",47.5948,-120.6628,3389.0,557
"Tuckerton, New Jersey",39.5974,-74.3306,3388,389
"Frontenac, Kansas",37.4583,-94.7018,3388,263
"Hemlock Farms, Pennsylvania",41.3157,-75.0515,3387,169
"Eastlawn Gardens, Pennsylvania",40.7480,-75.2913,3387,752
"Four Bridges, Ohio",39.3828,-84.3542,3387,595
"Middleville, Michigan",42.7137,-85.4692,3387.0,582
"Nyssa, Oregon",43.8776,-116.9951,3387.0,793
"Clyde Hill, Washington",47.6303,-122.2180,3386,1238
"Hidden Meadows, California",33.2236,-117.1198,3386,198
"Wilbraham, Massachusetts",42.1341,-72.4345,3385,233
"Crisfield, Maryland",37.9827,-75.8516,3385.0,570
"Crosby, Minnesota",46.4892,-93.9573,3385.0,303
"Dewey, Oklahoma",36.7915,-95.9328,3384,457
"Flat Rock, North Carolina",35.2677,-82.4526,3383,161
"Sylvan Beach, New York",43.2061,-75.7234,3382.0,494
"Two Harbors, Minnesota",47.0300,-91.6750,3381.0,416
"Keego Harbor, Michigan",42.6088,-83.3443,3381,2634
"Blakely, Georgia",31.3827,-84.9228,3380.0,100
"Vandenberg AFB, California",34.7483,-120.5182,3379,59
"Oakridge, Oregon",43.7450,-122.4637,3379.0,601
"Concordia, New Jersey",40.3117,-74.4477,3377,1259
"Elim, Pennsylvania",40.2989,-78.9430,3376,653
"Cleves, Ohio",39.1635,-84.7469,3375,842
"Tyndall AFB, Florida",30.0856,-85.6075,3374,90
"Glasgow, Montana",48.1990,-106.6321,3374.0,913
"County Center, Virginia",38.6917,-77.3507,3373,643
"Dennis Port, Massachusetts",41.6677,-70.1358,3373,428
"Churchville, New York",43.1036,-77.8824,3372.0,684
"Hannahs Mill, Georgia",32.9369,-84.3405,3372,300
"Georgetown, Indiana",38.2958,-85.9628,3371,634
"Paulding, Ohio",41.1424,-84.5824,3371.0,559
"Cabazon, California",33.9127,-116.7828,3367,265
"Sandia Heights, New Mexico",35.1746,-106.4884,3366,689
"Casa Conejo, California",34.1847,-118.9445,3366,2755
"Inwood, West Virginia",39.3538,-78.0552,3364,455
"Loyola, California",37.3502,-122.0980,3364,911
"Belfast, Maine",44.4280,-69.0325,3364.0,75
"Jefferson, Oregon",44.7171,-123.0069,3364,1516
"Cuthbert, Georgia",31.7713,-84.7940,3362.0,433
"Topsfield, Massachusetts",42.6393,-70.9551,3362,479
"Cactus, Texas",36.0444,-102.0080,3359.0,587
"Bethel, Ohio",38.9627,-84.0846,3358.0,760
"Cedar Grove, Florida",30.1812,-85.6268,3357,492
"Oak Valley, New Jersey",39.8055,-75.1589,3357,1858
"Treasure Lake, Pennsylvania",41.1713,-78.7173,3357,121
"Island Walk, Florida",26.2511,-81.7110,3356,1269
"La Center, Washington",45.8595,-122.6757,3354.0,533
"Delmar, Maryland",38.4451,-75.5662,3354,766
"Ely, Minnesota",47.9054,-91.8517,3354.0,443
"Hartford, South Dakota",43.6210,-96.9424,3354,487
"Desoto Lakes, Florida",27.3730,-82.4968,3353,1051
"Karnes City, Texas",28.8857,-97.9001,3353.0,571
"River Road, North Carolina",35.5107,-76.9898,3352,182
"Elma, Washington",47.0055,-123.4112,3351,507
"Comfort, Texas",29.9714,-98.9040,3350,400
"Leisuretowne, New Jersey",39.8987,-74.7052,3349,672
"Lincoln Heights, Ohio",39.2434,-84.4570,3349,1739
"Hot Springs, South Dakota",43.4196,-103.4658,3349.0,311
"Northlake, Texas",33.0802,-97.2545,3348,76
"Big Lake, Texas",31.1941,-101.4534,3348.0,544
"Kings Bay Base, Georgia",30.7985,-81.5628,3348,471
"Lake Placid, New York",44.2838,-73.9855,3347.0,663
"Shallowater, Texas",33.6901,-101.9893,3346.0,687
"Reno, Texas",33.6659,-95.4768,3346,314
"Howe, Texas",33.5066,-96.6155,3346,253
"West End-Cobb Town, Alabama",33.6526,-85.8742,3346,313
"Manor, Pennsylvania",40.3459,-79.6693,3344,674
"East Oakdale, California",37.7854,-120.8007,3344,240
"Corunna, Michigan",42.9838,-84.1163,3344,406
"Desert Edge, California",33.9223,-116.4401,3343,569
"Loíza, Puerto Rico",18.4310,-65.8800,3343,2500
"Crestview Hills, Kentucky",39.0249,-84.5695,3343,679
"Ainaloa, Hawaii",19.5214,-154.9944,3342,653
"Hollywood Park, Texas",29.5994,-98.4841,3342,892
"Nellis AFB, Nevada",36.2473,-115.0574,3342,448
"Mansfield, Pennsylvania",41.8062,-77.0787,3341.0,597
"Kinsey, Alabama",31.2926,-85.3353,3341.0,72
"Paloma Creek, Texas",33.2253,-96.9371,3340,2804
"West Monroe, Michigan",41.9143,-83.4317,3339,1040
"Auburn, Nebraska",40.3894,-95.8436,3337.0,588
"Mayfield, Ohio",41.5501,-81.4369,3337,325
"Taylor Creek, Ohio",39.2364,-84.6796,3336,152
"Mackinaw, Illinois",40.5342,-89.3551,3335.0,613
"Hesston, Kansas",38.1403,-97.4272,3335.0,399
"Golden Grove, South Carolina",34.7324,-82.4408,3335,222
"Pelham, Georgia",31.1267,-84.1514,3334.0,328
"Burbank, Washington",46.1991,-118.9728,3333,97
"Nicholls, Georgia",31.5191,-82.6386,3333,696
"Nokomis, Florida",27.1227,-82.4370,3332,790
"Kelseyville, California",38.9704,-122.8327,3332,445
"Kingwood, West Virginia",39.4719,-79.6822,3330.0,485
"Port Angeles East, Washington",48.1041,-123.3695,3328,340
"Wynantskill, New York",42.6881,-73.6467,3328,525
"Carthage, Tennessee",36.2566,-85.9430,3327.0,311
"Hatfield, Pennsylvania",40.2771,-75.2988,3327,2000
"Pottsville, Arkansas",35.2314,-93.0652,3327,93
"Upland, Pennsylvania",39.8562,-75.3795,3326,1978
"Tipton, Missouri",38.6549,-92.7803,3326.0,625
"South Eliot, Maine",43.1287,-70.7952,3325,178
"Watertown, Connecticut",41.6017,-73.1195,3324,605
"Kamas, Utah",40.6499,-111.2723,3324.0,238
"Alma, Georgia",31.5432,-82.4745,3322.0,214
"Teague, Texas",31.6295,-96.2801,3320.0,268
"Hominy, Oklahoma",36.4220,-96.3929,3320.0,656
"Blennerhassett, West Virginia",39.2562,-81.6316,3319,257
"Sharpsburg, Pennsylvania",40.4940,-79.9251,3318,2676
"Chattahoochee Hills, Georgia",33.5695,-84.7441,3318,22
"Chandler, Indiana",38.0368,-87.3747,3318,472
"Battle Mountain, Nevada",40.6379,-116.9485,3317,359
"Alamo, Georgia",32.1469,-82.7798,3317,653
"Bloomer, Wisconsin",45.1030,-91.4913,3316.0,464
"South Nyack, New York",41.0798,-73.9127,3316,2121
"Goshen, California",36.3518,-119.4210,3316,720
"Fulton, Illinois",41.8650,-90.1593,3315,547
"Windsor, North Carolina",35.9927,-76.9399,3314.0,462
"Pocono Woodland Lakes, Pennsylvania",41.3225,-74.8902,3314,205
"New Baden, Illinois",38.5368,-89.7071,3314.0,685
"Washington, Georgia",33.7355,-82.7427,3314.0,198
"Edcouch, Texas",26.2937,-97.9631,3313,1236
"Fordyce, Arkansas",33.8181,-92.4174,3311.0,209
"Warm Springs, Oregon",44.7669,-121.2899,3311,30
"Chesnee, South Carolina",35.1459,-81.8627,3310.0,325
"Islandia, New York",40.8068,-73.1711,3309,577
"Ponce Inlet, Florida",29.0927,-80.9473,3308,284
"Etna, Pennsylvania",40.4975,-79.9476,3308,1748
"Southampton, New York",40.8778,-72.4004,3307,189
"Lake Panasoffkee, Florida",28.7878,-82.1318,3306,321
"Stanhope, New Jersey",40.9141,-74.7027,3306,694
"Wellsville, Ohio",40.6042,-80.6550,3306,708
"Hobart, Oklahoma",35.0246,-99.0875,3305.0,407
"Terra Bella, California",35.9567,-119.0328,3304,468
"Spring City, Pennsylvania",40.1768,-75.5466,3303,1661
"Moreland Hills, Ohio",41.4422,-81.4294,3303,178
"Manistique, Michigan",45.9591,-86.2507,3303.0,353
"Monmouth Junction, New Jersey",40.3811,-74.5435,3302,853
"Melbourne Beach, Florida",28.0668,-80.5610,3298,1289
"Richville, Ohio",40.7529,-81.4684,3298,412
"Beechwood Trails, Ohio",40.0252,-82.6463,3297,357
"Balcones Heights, Texas",29.4900,-98.5503,3296,1958
"Haughton, Louisiana",32.5271,-93.5042,3296,221
"Newbern, Tennessee",36.1169,-89.2713,3292,280
"Swift Trail Junction, Arizona",32.7305,-109.7147,3292,346
"Patillas, Puerto Rico",18.0069,-66.0134,3292,1116
"Pagedale, Missouri",38.6802,-90.3080,3291,1055
"Mar-Mac, North Carolina",35.3345,-78.0545,3290,279
"Lincoln Park, Colorado",38.4255,-105.2132,3290,335
"Orange, Ohio",41.4415,-81.4743,3290,333
"East Rockingham, North Carolina",34.9116,-79.7660,3289,371
"Carthage, New York",43.9837,-75.6021,3289,523
"Cottonwood, California",40.3904,-122.2861,3289,546
