"city, state_name",lat,lng,population,density
"Ransomville, New York",43.2389,-78.9114,1601,99
"Coats Bend, Alabama",34.0774,-85.8742,1600,72
"Atlanta, Illinois",40.2637,-89.2310,1600,494
"Corydon, Iowa",40.7574,-93.3174,1600,443
"Elk Creek, Kentucky",38.1170,-85.3722,1600,106
"Bowman, North Dakota",46.1840,-103.3991,1599,387
"Ethete, Wyoming",43.0008,-108.7230,1598,18
"South Point, Texas",25.8730,-97.3830,1598,461
"Athens, New York",42.2695,-73.8104,1598,180
"Ames Lake, Washington",47.6346,-121.9664,1597,385
"Prosperity, West Virginia",37.8385,-81.1986,1597,250
"Midway, Florida",28.7924,-81.2314,1597,836
"Des Allemands, Louisiana",29.8162,-90.4746,1597,61
"Church Hill, Pennsylvania",40.6926,-77.5949,1597,445
"Brooklyn, Indiana",39.5436,-86.3674,1597,923
"Teaticket, Massachusetts",41.5624,-70.5858,1597,585
"Adrian, Missouri",38.3960,-94.3498,1597,294
"Galesville, Wisconsin",44.0839,-91.3580,1596,473
"Emerson, Georgia",34.1303,-84.7484,1596,71
"Fish Lake, Indiana",41.5616,-86.5513,1596,399
"Traer, Iowa",42.1895,-92.4639,1596,477
"Brilliant, Ohio",40.2701,-80.6318,1596,352
"Coalville, Utah",40.9120,-111.4130,1596,98
"Presquille, Louisiana",29.5586,-90.6385,1595,786
"Lower Lake, California",38.9119,-122.6085,1595,230
"Monette, Arkansas",35.8931,-90.3442,1595,108
"Edmonton, Kentucky",36.9854,-85.6193,1595,161
"Bernice, Louisiana",32.8276,-92.6584,1594,190
"Orwell, Ohio",41.5364,-80.8596,1594,311
"Shoreacres, Texas",29.6204,-95.0188,1593,676
"Lakeside, Texas",32.8219,-97.4869,1593,371
"De Kalb, Texas",33.5076,-94.6167,1593,449
"Linn, Missouri",38.4788,-91.8450,1593,527
"Eagle River, Wisconsin",45.9249,-89.2561,1592,189
"Mayville, New York",42.2532,-79.5031,1592,308
"East Pepperell, Massachusetts",42.6654,-71.5635,1592,434
"Emigration Canyon, Utah",40.7886,-111.7414,1592,33
"Cressona, Pennsylvania",40.6304,-76.1938,1591,615
"Buttonwillow, California",35.4092,-119.4406,1591,88
"Mechanicsburg, Ohio",40.0735,-83.5564,1591,626
"San Antonio, Puerto Rico",18.4382,-66.9362,1591,941
"Darien, Wisconsin",42.6008,-88.7127,1590,476
"MacArthur, West Virginia",37.7553,-81.2078,1590,205
"Natalia, Texas",29.1877,-98.8524,1590,441
"Warner, Oklahoma",35.4902,-95.3085,1590,316
"Woodland Hills, Utah",40.0132,-111.6558,1590,242
"Avon, Minnesota",45.6101,-94.4619,1590,374
"Nashua, Iowa",42.9502,-92.5417,1589,212
"LeChee, Arizona",36.8710,-111.4328,1589,36
"Livermore Falls, Maine",44.4723,-70.1808,1589,510
"Shelbina, Missouri",39.6930,-92.0396,1589,262
"Clark Mills, New York",43.0895,-75.3757,1588,410
"Homer City, Pennsylvania",40.5403,-79.1597,1588,1110
"Jerome, Illinois",39.7677,-89.6785,1588,1318
"South Lancaster, Massachusetts",42.4373,-71.6920,1588,464
"Union City, Ohio",40.1996,-84.7943,1588,666
"Rosedale, Mississippi",33.8525,-91.0339,1588,113
"Eleanor, West Virginia",38.5374,-81.9256,1587,288
"Earlville, Illinois",41.5880,-88.9229,1587,510
"Kalida, Ohio",40.9854,-84.1945,1587,364
"Harbor Beach, Michigan",43.8456,-82.6554,1587,356
"Pittsfield, New Hampshire",43.2997,-71.3322,1586,385
"Sutton-Alpine, Alaska",61.7429,-148.8542,1586,10
"Northlakes, North Carolina",35.7755,-81.3669,1586,408
"Tecumseh, Nebraska",40.3718,-96.1888,1586,405
"Fort Montgomery, New York",41.3401,-73.9853,1586,415
"Hasson Heights, Pennsylvania",41.4487,-79.6765,1586,401
"Murfreesboro, Arkansas",34.0546,-93.6834,1586,162
"Boaz, West Virginia",39.3671,-81.4854,1585,170
"Rollingwood, Texas",30.2736,-97.7867,1585,876
"Albion, Nebraska",41.6872,-97.9987,1585,590
"Osgood, Indiana",39.1291,-85.2920,1585,422
"Elgin, South Carolina",34.1702,-80.7931,1585,567
"Kenly, North Carolina",35.5887,-78.1368,1584,350
"Callender, California",35.0480,-120.5759,1583,267
"Des Arc, Arkansas",34.9777,-91.5068,1582,290
"Franklin Furnace, Ohio",38.6115,-82.8439,1582,259
"Bourbon, Missouri",38.1505,-91.2493,1582,456
"Leona Valley, California",34.6147,-118.2990,1581,32
"Sardis, Mississippi",34.4355,-89.9114,1581,305
"Rosharon, Texas",29.3500,-95.4530,1580,190
"Graysville, Tennessee",35.4493,-85.0763,1580,517
"Sturgeon, Pennsylvania",40.3835,-80.2153,1580,544
"Langhorne, Pennsylvania",40.1777,-74.9212,1580,1239
"Hamilton, Indiana",41.5410,-84.9204,1580,290
"Rocky Point, Washington",47.5881,-122.6668,1579,861
"Eldorado, Texas",30.8617,-100.5979,1579,437
"Belhaven, North Carolina",35.5428,-76.6232,1579,383
"Guayabal, Puerto Rico",18.0761,-66.5017,1579,1256
"Stratford, Wisconsin",44.8009,-90.0722,1577,114
"Brookside Village, Texas",29.5907,-95.3180,1577,294
"Tuolumne City, California",37.9615,-120.2428,1577,261
"Wilder, Vermont",43.6730,-72.3109,1577,708
"Hallsville, Missouri",39.1196,-92.2268,1577,395
"Wayne, West Virginia",38.2296,-82.4417,1576,515
"Runaway Bay, Texas",33.1773,-97.8710,1576,241
"East Canton, Ohio",40.7889,-81.2850,1576,507
"River Hills, Wisconsin",43.1717,-87.9353,1575,117
"Lookout Mountain, Georgia",34.9664,-85.3622,1574,228
"Hartley, Iowa",43.1790,-95.4768,1574,468
"Francis, Utah",40.6105,-111.2744,1574,228
"Alvord, Texas",33.3569,-97.6960,1573,398
"Marbury, Alabama",32.6793,-86.4607,1573,26
"Thorntown, Indiana",40.1292,-86.6099,1573,990
"Owingsville, Kentucky",38.1364,-83.7603,1573,241
"Whitehall, Wisconsin",44.3705,-91.3476,1572,105
"Green Valley, California",38.2607,-122.1622,1572,72
"Warren Park, Indiana",39.7833,-86.0516,1572,1341
"Pirtleville, Arizona",31.3613,-109.5661,1572,325
"New Paris, Ohio",39.8565,-84.7922,1572,825
"Estancia, New Mexico",34.7667,-106.0301,1571,98
"Mount Carroll, Illinois",42.0947,-89.9769,1571,302
"Southern View, Illinois",39.7559,-89.6511,1570,1147
"McCord, Oklahoma",36.6798,-97.0346,1570,138
"Smith Center, Kansas",39.7748,-98.7830,1570,474
"Summit, Mississippi",31.2808,-90.4670,1570,267
"Blossom, Texas",33.6633,-95.3837,1569,237
"East Dubuque, Illinois",42.4889,-90.6278,1569,220
"Crownsville, Maryland",39.0225,-76.5903,1569,118
"Parcelas de Navarro, Puerto Rico",18.2301,-66.0042,1569,4501
"Pewee Valley, Kentucky",38.3105,-85.4895,1569,313
"Clearview Acres, Wyoming",41.5842,-109.2801,1568,504
"Upper Pohatcong, New Jersey",40.6774,-75.1558,1568,936
"Bridgeport, New York",43.1545,-75.9734,1568,339
"Del Norte, Colorado",37.6785,-106.3540,1568,615
"Big Pine, California",37.1655,-118.2952,1568,204
"Tonka Bay, Minnesota",44.9167,-93.5886,1568,644
"Boulevard Gardens, Florida",26.1252,-80.1822,1567,2410
"Vernon Valley, New Jersey",41.2396,-74.4833,1567,227
"Genola, Utah",40.0117,-111.8464,1567,43
"Sandia Knolls, New Mexico",35.1604,-106.2987,1566,215
"Elizabeth, Colorado",39.3600,-104.6071,1566,463
"Galena, Indiana",38.3513,-85.9372,1566,226
"Manson, Iowa",42.5284,-94.5401,1566,190
"Blackwater, Arizona",33.0396,-111.5798,1566,33
"Random Lake, Wisconsin",43.5541,-87.9548,1565,424
"Grayville, Illinois",38.2554,-87.9970,1565,284
"Milford, Indiana",41.4142,-85.8446,1565,416
"Bayou L'Ourse, Louisiana",29.7174,-91.0607,1564,221
"Temelec, California",38.2577,-122.4982,1564,380
"Dunsmuir, California",41.2318,-122.2714,1564,376
"Chester, Georgia",32.3945,-83.1551,1564,685
"Kings Mills, Ohio",39.3586,-84.2505,1564,524
"Union City, Michigan",42.0662,-85.1432,1564,417
"Duluth, Washington",45.7838,-122.6470,1563,101
"Ada, Minnesota",47.2992,-96.5165,1563,445
"Valley View, Pennsylvania",40.6481,-76.5352,1562,161
"Crescent, Oklahoma",35.9516,-97.5949,1561,580
"Norwood, New York",44.7481,-74.9970,1560,287
"Miamitown, Ohio",39.2171,-84.7095,1560,449
"Wardsville, Missouri",38.4901,-92.1791,1560,173
"Comanche, Oklahoma",34.3597,-97.9478,1559,132
"Sharon, Wisconsin",42.5047,-88.7394,1557,362
"Joseph City, Arizona",34.9614,-110.3274,1557,81
"Belle Plaine, Kansas",37.3934,-97.2796,1556,722
"Olive Hill, Kentucky",38.3033,-83.1695,1556,315
"Manton, Michigan",44.4114,-85.4010,1555,384
"New Plymouth, Idaho",43.9705,-116.8187,1554,872
"Oak Grove, Louisiana",32.8619,-91.3911,1553,348
"Sand Lake, Michigan",44.3276,-83.6711,1553,40
"Vonore, Tennessee",35.5977,-84.2365,1552,68
"Gray, Tennessee",36.4219,-82.4767,1552,401
"University of Pittsburgh Johnstown, Pennsylvania",40.2630,-78.8296,1552,1079
"Reform, Alabama",33.3788,-88.0173,1552,74
"Carrier Mills, Illinois",37.6886,-88.6294,1552,496
"Woodmont, Connecticut",41.2282,-72.9930,1552,2182
"Moroni, Utah",39.5271,-111.5832,1552,562
"Warren, Minnesota",48.1940,-96.7688,1552,411
"East Spencer, North Carolina",35.6821,-80.4274,1551,376
"Jackpot, Nevada",41.9797,-114.6645,1551,153
"Westville, Oklahoma",35.9903,-94.5743,1551,493
"Sarcoxie, Missouri",37.0683,-94.1259,1551,427
"Schoolcraft, Michigan",42.1170,-85.6337,1551,610
"Fivepointville, Pennsylvania",40.1828,-76.0553,1550,484
"New Middletown, Ohio",40.9646,-80.5597,1550,685
"Worthington Hills, Kentucky",38.3093,-85.5270,1550,2336
"Wyoming, Delaware",39.1147,-75.5631,1549,574
"Poultney, Vermont",43.5181,-73.2360,1549,951
"Hudson Lake, Indiana",41.7173,-86.5476,1549,310
"Fort Valley, Arizona",35.2554,-111.7253,1549,78
"Montrose, Michigan",43.1765,-83.8932,1549,612
"Stanfield, North Carolina",35.2336,-80.4303,1548,134
"North Eastham, Massachusetts",41.8539,-69.9968,1548,173
"Fryeburg, Maine",44.0202,-70.9733,1548,199
"Oglala, South Dakota",43.1849,-102.7267,1548,47
"Fall Branch, Tennessee",36.4161,-82.6242,1547,132
"Bressler, Pennsylvania",40.2319,-76.8190,1547,1885
"Beaver Dam, Arizona",36.9071,-113.9363,1547,70
"Choctaw Lake, Ohio",39.9609,-83.4874,1547,575
"Lewiston, Minnesota",43.9823,-91.8695,1547,471
"Wagner, South Dakota",43.0768,-98.2934,1547,316
"Rehoboth Beach, Delaware",38.7171,-75.0845,1546,507
"Dover, Tennessee",36.4818,-87.8438,1546,156
"Paxtang, Pennsylvania",40.2623,-76.8342,1546,1470
"Foresthill, California",39.0053,-120.8314,1546,53
"Crothersville, Indiana",38.7944,-85.8400,1546,511
"Wilkinson Heights, South Carolina",33.4919,-80.8285,1546,199
"East Berlin, Pennsylvania",39.9368,-76.9794,1545,848
"Topaz Ranch Estates, Nevada",38.7357,-119.5008,1545,41
"Westwood, California",40.3049,-121.0045,1545,109
"North Pekin, Illinois",40.6114,-89.6225,1545,427
"Rossville, Indiana",40.4196,-86.5958,1545,1299
"Three Oaks, Michigan",41.7987,-86.6130,1545,580
"Hines, Oregon",43.5570,-119.0803,1545,289
"Niagara, Wisconsin",45.7801,-87.9991,1544,215
"New Fairview, Texas",33.1122,-97.4489,1544,38
"Nescopeck, Pennsylvania",41.0528,-76.2121,1544,574
"Falmouth Foreside, Maine",43.7348,-70.2152,1544,391
"San Antonio, Puerto Rico",18.4931,-67.0998,1544,1233
"Cedar Glen Lakes, New Jersey",39.9527,-74.3995,1543,857
"Newfield, New Jersey",39.5484,-75.0167,1543,342
"Seaside Park, New Jersey",39.9264,-74.0785,1543,909
"Hillsdale, Missouri",38.6858,-90.2869,1542,1738
"Brookfield Center, Ohio",41.2383,-80.5548,1541,203
"Roseto, Pennsylvania",40.8778,-75.2204,1540,945
"Harlan, Indiana",41.1966,-84.9245,1540,191
"Congress, Arizona",34.1526,-112.8642,1540,15
"Tonto Basin, Arizona",33.8361,-111.3003,1540,18
"Weeki Wachee Gardens, Florida",28.5375,-82.6208,1539,473
"Rosepine, Louisiana",30.9208,-93.2857,1539,244
"Dobson, North Carolina",36.3927,-80.7239,1539,296
"North Ballston Spa, New York",43.0197,-73.8510,1539,714
"Willow Creek, California",40.9385,-123.6412,1539,19
"Vernon Center, New Jersey",41.1874,-74.5015,1538,201
"Chapel Hill, Tennessee",35.6294,-86.6955,1538,187
"Koontz Lake, Indiana",41.4169,-86.4827,1538,176
"Lac du Flambeau, Wisconsin",45.9696,-89.8995,1537,119
"Logansport, Louisiana",31.9762,-93.9933,1537,174
"Pepeekeo, Hawaii",19.8316,-155.1061,1536,496
"Ramos, Puerto Rico",18.3389,-65.7111,1536,541
"Sumas, Washington",48.9956,-122.2695,1534,403
"Englewood, Tennessee",35.4228,-84.4883,1534,310
"Gallitzin, Pennsylvania",40.4809,-78.5547,1534,809
"Garfield, Texas",30.1961,-97.5514,1533,49
"Walnut Cove, North Carolina",36.2941,-80.1403,1533,237
"Appalachia, Virginia",36.9098,-82.7882,1533,259
"Nederland, Colorado",39.9633,-105.5071,1533,399
"Brookston, Indiana",40.6008,-86.8665,1533,896
"South Windham, Connecticut",41.6850,-72.1845,1533,189
"Coldwater, Mississippi",34.6902,-89.9757,1533,249
"Owenton, Kentucky",38.5386,-84.8409,1533,311
"Mercersburg, Pennsylvania",39.8320,-77.9030,1532,655
"Mason, Tennessee",35.4128,-89.5412,1531,298
"Baxter, Tennessee",36.1537,-85.6349,1531,188
"Smethport, Pennsylvania",41.8071,-78.4435,1530,363
"Sebree, Kentucky",37.6040,-87.5187,1530,201
"Mundys Corner, Pennsylvania",40.4432,-78.8325,1529,94
"Chepachet, Rhode Island",41.9105,-71.6653,1529,107
"Hancock, Maryland",39.7054,-78.1749,1529,213
"Fair Grove, Missouri",37.3833,-93.1522,1529,185
"Zilwaukee, Michigan",43.4809,-83.9223,1529,267
"Dunnstown, Pennsylvania",41.1484,-77.4202,1528,717
"Grandview Plaza, Kansas",39.0327,-96.7930,1528,696
"Bangs, Texas",31.7161,-99.1303,1527,394
"White Pigeon, Michigan",41.7977,-85.6486,1527,418
"Eureka Mill, South Carolina",34.7180,-81.1930,1527,468
"Lusk, Wyoming",42.7612,-104.4583,1526,284
"South Taft, California",35.1293,-119.4575,1526,547
"Augusta, Wisconsin",44.6784,-91.1203,1525,266
"Edgewood, Texas",32.6947,-95.8833,1525,433
"Port Dickinson, New York",42.1361,-75.8939,1525,939
"Canton Valley, Connecticut",41.8316,-72.8978,1525,334
"Stratford, Oklahoma",34.7952,-96.9603,1525,585
"Oronoco, Minnesota",44.1598,-92.5401,1525,202
"Hinsdale, New Hampshire",42.7884,-72.4891,1524,248
"Westwood Shores, Texas",30.9376,-95.3254,1524,182
"Quinlan, Texas",32.9090,-96.1312,1524,455
"Kremmling, Colorado",40.0566,-106.3782,1524,449
"Bel Air, Maryland",39.5815,-78.8557,1524,1290
"Holley, Florida",30.4540,-86.9036,1523,165
"Kerens, Texas",32.1308,-96.2251,1523,235
"Watertown, Tennessee",36.1010,-86.1403,1523,442
"Apollo, Pennsylvania",40.5849,-79.5648,1523,1926
"Fort Loramie, Ohio",40.3442,-84.3696,1523,586
"Salisbury, Missouri",39.4233,-92.8025,1523,439
"Meade, Kansas",37.2836,-100.3430,1523,401
"Salem, West Virginia",39.2849,-80.5645,1522,439
"Hawthorne, Florida",29.5937,-82.0945,1522,79
"Mexico, New York",43.4652,-76.2326,1522,273
"Deposit, New York",42.0634,-75.4224,1522,465
"Limestone, Illinois",41.1337,-87.9599,1522,224
"Kaibito, Arizona",36.5920,-111.1071,1522,36
"Fairmount Heights, Maryland",38.9016,-76.9153,1522,2219
"Oak Hill, Ohio",38.8962,-82.5691,1522,514
"South Browning, Montana",48.5459,-113.0128,1522,251
"Seven Points, Texas",32.3291,-96.2142,1521,213
"Gordon, Nebraska",42.8063,-102.2039,1521,630
"Bennington, Nebraska",41.3681,-96.1616,1521,703
"Avoca, Iowa",41.4829,-95.3372,1521,245
"Rainelle, West Virginia",37.9678,-80.7717,1520,527
"Gasport, New York",43.1950,-78.5764,1520,204
"Shreve, Ohio",40.6813,-82.0217,1520,678
"Anna, Ohio",40.3958,-84.1760,1520,585
"Powhatan Point, Ohio",39.8625,-80.8098,1520,399
"Coal Run Village, Kentucky",37.5372,-82.5578,1520,66
"Lincoln Park, Pennsylvania",40.3147,-75.9886,1519,1865
"Ten Mile Run, New Jersey",40.4219,-74.5890,1518,230
"Taos Pueblo, New Mexico",36.4657,-105.5634,1518,37
"Boyd, Texas",33.0843,-97.5632,1518,143
"Conashaugh Lakes, Pennsylvania",41.3040,-74.9936,1518,223
"Stacy, Minnesota",45.3841,-92.9938,1518,181
"Waterville, New York",42.9306,-75.3802,1517,413
"Mediapolis, Iowa",41.0078,-91.1636,1517,487
"Porcupine, South Dakota",43.2687,-102.3353,1517,61
"Cross Roads, Texas",33.2290,-96.9985,1516,86
"Forest Meadows, California",38.1664,-120.4052,1516,103
"Leavittsburg, Ohio",41.2452,-80.8789,1516,337
"Bells, Texas",33.6166,-96.4126,1515,261
"Meridian, Texas",31.9262,-97.6501,1515,280
"Sun Prairie, Montana",47.5386,-111.4919,1515,110
"Redfield, Arkansas",34.4429,-92.1843,1514,188
"Heritage Lake, Illinois",40.5454,-89.3309,1514,512
"Claycomo, Missouri",39.1986,-94.4788,1514,224
"Fort Belknap Agency, Montana",48.4278,-108.6829,1514,12
"New Berlinville, Pennsylvania",40.3451,-75.6313,1513,387
"Winchester, Missouri",38.5897,-90.5260,1513,2338
"Nutter Fort, West Virginia",39.2604,-80.3265,1512,656
"Aurora, Texas",33.0560,-97.5096,1512,156
"Snow Hill, North Carolina",35.4506,-77.6769,1512,379
"Atlantic Beach, North Carolina",34.7011,-76.7403,1512,249
"Peru, New York",44.5794,-73.5333,1512,303
"Hummels Wharf, Pennsylvania",40.8308,-76.8410,1512,740
"Henry Fork, Virginia",36.9679,-79.8710,1511,214
"Harwich Center, Massachusetts",41.6924,-70.0694,1511,259
"West Salem, Ohio",40.9696,-82.1080,1511,553
"Morenci, Arizona",33.0531,-109.3307,1510,606
"Pilot Rock, Oregon",45.4961,-118.8332,1509,398
"Marathon City, Wisconsin",44.9379,-89.8436,1508,185
"Granger, Iowa",41.7616,-93.8234,1508,344
"Johnson, Vermont",44.6366,-72.6786,1507,498
"Moreland, Idaho",43.2195,-112.4378,1507,238
"Huntsville, Missouri",39.4364,-92.5440,1507,244
"Patrick AFB, Florida",28.2346,-80.6079,1506,188
"Bannockburn, Illinois",42.1932,-87.8694,1506,286
"Granger, Texas",30.7180,-97.4411,1505,871
"Worthington, Kentucky",38.5509,-82.7349,1505,511
"Dulac, Louisiana",29.3864,-90.7081,1504,36
"Milroy, Pennsylvania",40.7164,-77.5871,1504,575
"Lagunitas-Forest Knolls, California",38.0180,-122.6914,1504,136
"Herscher, Illinois",41.0493,-88.1006,1504,320
"Monrovia, Indiana",39.5841,-86.4793,1504,323
"Lincolnton, Georgia",33.7931,-82.4776,1503,165
"Serenada, Texas",30.6962,-97.6969,1502,224
"Clinton, Louisiana",30.8614,-91.0150,1502,211
"Stanton, Nebraska",41.9472,-97.2172,1502,333
"De Soto, Illinois",37.8163,-89.2269,1502,635
"Shoshone, Idaho",42.9369,-114.4055,1502,494
"Verona, Kentucky",38.8122,-84.6649,1502,47
"Neligh, Nebraska",42.1291,-98.0300,1501,396
"Harleigh, Pennsylvania",40.9862,-75.9702,1501,1012
"McConnellstown, Pennsylvania",40.4640,-78.0672,1501,180
"Oakland, Iowa",41.3114,-95.3951,1501,339
"Utica, South Carolina",34.6778,-82.9250,1501,426
"Terra Alta, West Virginia",39.4442,-79.5435,1500,488
"Knightsen, California",37.9633,-121.6511,1500,69
"Waterman, Illinois",41.7683,-88.7659,1500,399
"Brush Fork, West Virginia",37.2805,-81.2450,1499,304
"Woxall, Pennsylvania",40.3110,-75.4512,1499,239
"Columbine Valley, Colorado",39.5994,-105.0351,1499,581
"Erie, Illinois",41.6588,-90.0813,1499,419
"Winfield, Missouri",38.9944,-90.7437,1499,903
"Depoe Bay, Oregon",44.8091,-124.0599,1499,319
"Orfordville, Wisconsin",42.6294,-89.2572,1498,487
"Navajo, New Mexico",35.9024,-109.0321,1498,256
"Del Rey, California",36.6562,-119.5993,1498,475
"Ackley, Iowa",42.5519,-93.0526,1498,233
"Dunlap, Ohio",39.2908,-84.6303,1498,88
"Kittitas, Washington",46.9837,-120.4190,1497,740
"Seymour, Wisconsin",44.8239,-91.4320,1497,256
"La Huerta, New Mexico",32.4488,-104.2224,1497,371
"Laguna Park, Texas",31.8643,-97.3862,1497,192
"East Hazel Crest, Illinois",41.5758,-87.6503,1497,736
"Brooklyn Heights, Ohio",41.4178,-81.6680,1497,330
"St. Regis Park, Kentucky",38.2289,-85.6159,1497,1637
"Long Beach, Washington",46.3559,-124.0557,1496,418
"Legend Lake, Wisconsin",44.8909,-88.5440,1496,34
"Lake Hamilton, Florida",28.0478,-81.6270,1496,185
"Higganum, Connecticut",41.4900,-72.5562,1496,117
"Ferndale, Pennsylvania",40.2884,-78.9180,1495,1484
"Hilldale, Pennsylvania",41.2869,-75.8361,1495,705
"Waterford, Pennsylvania",41.9449,-79.9855,1495,470
"Mount Vernon, Alabama",31.0889,-88.0137,1495,105
"Ferron, Utah",39.0913,-111.1337,1495,247
"Centerfield, Utah",39.1275,-111.8189,1495,316
"Marion, Mississippi",32.4272,-88.6502,1495,198
"Miranda, Puerto Rico",18.3869,-66.3789,1495,312
"Booker, Texas",36.4561,-100.5402,1494,551
"Elizabethville, Pennsylvania",40.5472,-76.8160,1494,1053
"Twin Lakes, Virginia",38.2505,-78.4417,1494,485
"Urbana, Iowa",42.2279,-91.8875,1494,266
"Guthrie Center, Iowa",41.6781,-94.4990,1494,233
"Monterey Park, New Mexico",34.7511,-106.6530,1493,217
"Copper Canyon, Texas",33.0961,-97.0975,1493,127
"Seadrift, Texas",28.4143,-96.7158,1493,472
"Sylvan Springs, Alabama",33.5287,-87.0312,1492,66
"Brickerville, Pennsylvania",40.2226,-76.2863,1491,265
"Dale, Indiana",38.1769,-86.9802,1491,238
"Avis, Pennsylvania",41.1857,-77.3167,1490,1162
"Greenup, Illinois",39.2484,-88.1597,1490,328
"Edmonston, Maryland",38.9502,-76.9332,1490,1408
"Baldwin, Florida",30.3051,-81.9744,1489,284
"Crugers, New York",41.2279,-73.9260,1489,864
"Duncannon, Pennsylvania",40.3952,-77.0277,1489,1412
"Colma, California",37.6767,-122.4526,1489,302
"Cherokee, Oklahoma",36.7547,-98.3551,1489,390
"Wendover, Utah",40.7241,-114.0250,1489,64
"Audubon Park, Kentucky",38.2050,-85.7270,1489,1775
"Avon, Pennsylvania",40.3429,-76.3794,1488,413
"McCrory, Arkansas",35.2572,-91.1974,1488,243
"Port Barrington, Illinois",42.2440,-88.1943,1488,506
"McConnell AFB, Kansas",37.6249,-97.2600,1488,138
"Fulton, Texas",28.0706,-97.0428,1487,408
"La Pryor, Texas",28.9487,-99.8483,1487,215
"East Valley, Nevada",38.9462,-119.7003,1487,61
"Noank, Connecticut",41.3340,-71.9978,1487,376
"Baird, Texas",32.3960,-99.3962,1486,215
"Warsaw, Virginia",37.9603,-76.7610,1486,187
"Manito, Illinois",40.4201,-89.7806,1486,379
"Sun Valley, Idaho",43.6837,-114.3337,1486,59
"Shepherd, Michigan",43.5235,-84.6927,1486,599
"Falling Waters, West Virginia",39.5637,-77.8874,1485,460
"Annandale, New Jersey",40.6468,-74.8881,1485,395
"Windsor, Pennsylvania",39.9163,-76.5841,1485,1045
"Williamsville, Illinois",39.9527,-89.5489,1485,477
"Oakwood, Illinois",40.1101,-87.7769,1485,617
"Harbor Hills, Ohio",39.9366,-82.4343,1485,208
"Johnsonville, South Carolina",33.8149,-79.4444,1485,271
"Oak Leaf, Texas",32.5138,-96.8563,1484,242
"Lucasville, Ohio",38.8783,-82.9934,1484,227
"Babbitt, Minnesota",47.6445,-91.9458,1484,5
"Glen Alpine, North Carolina",35.7307,-81.7826,1483,266
"Lynchburg, Ohio",39.2401,-83.7883,1483,609
"Lone Star, Texas",32.9392,-94.7091,1482,289
"Blossburg, Pennsylvania",41.6795,-77.0690,1482,123
"Cannelton, Indiana",37.9106,-86.7377,1481,385
"Wolfe City, Texas",33.3687,-96.0720,1480,508
"Las Palmas II, Texas",26.2032,-97.7395,1480,1887
"Warsaw, Illinois",40.3509,-91.4277,1480,87
"Chatham, Massachusetts",41.6764,-69.9632,1480,216
"Brownlee Park, Michigan",42.3257,-85.1356,1480,282
"Moose Wilson Road, Wyoming",43.5315,-110.8340,1479,84
"Belle, Missouri",38.2848,-91.7217,1479,427
"Jagual, Puerto Rico",18.1611,-65.9997,1479,2639
"West Pasco, Washington",46.2497,-119.1683,1478,337
"Porterdale, Georgia",33.5739,-83.8940,1478,239
"Bismarck, Missouri",37.7673,-90.6225,1478,570
"Siesta Shores, Texas",26.8548,-99.2605,1477,777
"Wheeler, Texas",35.4411,-100.2752,1477,372
"Montrose, Pennsylvania",41.8335,-75.8761,1477,443
"Rustburg, Virginia",37.2712,-79.0962,1477,45
"Webb, Alabama",31.2572,-85.2896,1477,50
"Parkston, South Dakota",43.3929,-97.9864,1477,437
"North Redington Beach, Florida",27.8213,-82.8190,1476,2180
"Bertram, Texas",30.7427,-98.0640,1476,377
"Temple, Pennsylvania",40.4085,-75.9225,1476,1681
"Elizabeth, Pennsylvania",40.2716,-79.8872,1476,1664
"Birch Run, Michigan",43.2503,-83.7911,1476,302
"San Antonio, Florida",28.3396,-82.2787,1475,418
"Lincolndale, New York",41.3360,-73.7254,1475,591
"Aetna Estates, Colorado",39.7382,-104.6734,1475,4328
"Groton, South Dakota",45.4517,-98.1000,1475,325
"Bent Creek, North Carolina",35.5081,-82.6176,1474,257
"Eatons Neck, New York",40.9328,-73.3951,1474,566
"Cuba, New York",42.2182,-78.2752,1474,467
"Pittsville, Maryland",38.3939,-75.4074,1474,372
"Axis, Alabama",30.9296,-88.0179,1473,145
"Cleora, Oklahoma",36.5738,-94.9480,1473,47
"Taft, Florida",28.4284,-81.3677,1472,577
"La Luz, New Mexico",32.9698,-105.9388,1472,53
"Bridgeport, Nebraska",41.6639,-103.0962,1472,495
"Hebron, Nebraska",40.1681,-97.5872,1472,404
"Freedom, Pennsylvania",40.6849,-80.2533,1472,941
"Central Garage, Virginia",37.7458,-77.1315,1472,117
"Monticello, Mississippi",31.5525,-90.1145,1472,136
"Tallaboa Alta, Puerto Rico",18.0504,-66.7018,1472,1576
"Interlachen, Florida",29.6203,-81.8965,1471,95
"Redington Beach, Florida",27.8128,-82.8096,1471,1582
"Monona, Iowa",43.0513,-91.3912,1471,486
"South Palm Beach, Florida",26.5899,-80.0390,1470,5658
"Victory Gardens, New Jersey",40.8762,-74.5435,1470,3911
"Weldon, North Carolina",36.4210,-77.6135,1470,199
"Channel Lake, Illinois",42.4830,-88.1491,1470,314
"Richmond, Minnesota",45.4547,-94.5135,1470,480
"Markham, Texas",28.9627,-96.0645,1469,252
"Oakland, Pennsylvania",40.9915,-80.3671,1469,618
"Paonia, Colorado",38.8697,-107.5919,1469,690
"Indian Shores, Florida",27.8536,-82.8438,1468,1697
"Lakeview, Louisiana",32.5238,-93.8299,1467,672
